SI_LONG SI_LATI code_square
12.29 54.84 38G2
12.29 57 43G2
12.29 56.6 42G2
12.29 56.17 41G2
12.29 56.19 41G2
12.29 54.55 38G2
12.29 54.33 37G2
12.29 54.35 37G2
12.29 56.24 41G2
12.29 55.52 40G2
12.29 54.87 38G2
12.29 56.3 41G2
12.29 55.09 39G2
12.29 55.2 39G2
12.29 56.8 42G2
12.29 54.62 38G2
12.29 55.43 39G2
12.29 56.39 41G2
12.29 56.98 42G2
12.29 55.18 39G2
12.29 56.62 42G2
12.29 54.66 38G2
12.29 56.71 42G2
12.29 54.78 38G2
12.29 55.5 39G2
12.29 56.82 42G2
12.29 55.11 39G2
12.29 55.07 39G2
12.31 56.12 41G2
12.33 54.55 38G2
12.33 56.57 42G2
12.33 56.98 42G2
12.33 54.8 38G2
12.33 56.26 41G2
12.33 56.87 42G2
12.33 54.37 37G2
12.33 54.75 38G2
12.33 54.44 37G2
12.33 54.84 38G2
12.33 54.46 37G2
12.33 55.54 40G2
12.33 55.45 39G2
12.33 56.39 41G2
12.33 56.89 42G2
12.33 54.73 38G2
12.33 54.42 37G2
12.33 56.71 42G2
12.33 54.64 38G2
12.33 56.53 42G2
12.33 56.78 42G2
12.33 56.3 41G2
12.33 54.39 37G2
12.33 56.44 41G2
12.33 56.51 42G2
12.33 54.6 38G2
12.33 56.82 42G2
12.33 55.11 39G2
12.33 55.16 39G2
12.33 55.14 39G2
12.33 55.43 39G2
12.33 54.57 38G2
12.33 55.05 39G2
12.33 55.09 39G2
12.33 55.52 40G2
12.33 56.93 42G2
12.33 54.3 37G2
12.33 56.6 42G2
12.33 56.84 42G2
12.33 56.96 42G2
12.33 54.82 38G2
12.33 54.93 38G2
12.33 56.24 41G2
12.33 57 43G2
12.33 56.69 42G2
12.33 54.78 38G2
12.33 54.87 38G2
12.33 55.56 40G2
12.33 54.35 37G2
12.33 56.33 41G2
12.33 56.15 41G2
12.33 56.37 41G2
12.33 54.51 38G2
12.33 56.17 41G2
12.33 56.35 41G2
12.33 54.53 38G2
12.33 56.75 42G2
12.33 54.71 38G2
12.33 56.91 42G2
12.33 54.69 38G2
12.33 55.18 39G2
12.33 54.33 37G2
12.33 56.8 42G2
12.33 55.2 39G2
12.33 54.89 38G2
12.33 56.46 41G2
12.33 56.64 42G2
12.33 56.55 42G2
12.33 55.07 39G2
12.33 54.91 38G2
12.33 56.48 41G2
12.33 56.62 42G2
12.33 56.28 41G2
12.33 56.19 41G2
12.33 54.66 38G2
12.33 55.5 39G2
12.33 56.73 42G2
12.33 54.48 37G2
12.33 56.66 42G2
12.33 56.42 41G2
12.33 54.62 38G2
12.33 56.21 41G2
12.33 55.47 39G2
12.35 56.93 42G2
12.36 56.46 41G2
12.36 55.09 39G2
12.36 55.47 39G2
12.36 55.18 39G2
12.36 55.2 39G2
12.36 56.91 42G2
12.36 54.78 38G2
12.36 56.53 42G2
12.36 55.54 40G2
12.36 56.89 42G2
12.36 55.11 39G2
12.36 56.31 41G2
12.36 54.57 38G2
12.36 55.56 40G2
12.36 54.84 38G2
12.36 56.71 42G2
12.36 56.87 42G2
12.36 54.75 38G2
12.36 54.73 38G2
12.36 56.48 41G2
12.36 56.62 42G2
12.36 54.87 38G2
12.36 54.51 38G2
12.36 55.43 39G2
12.36 56.42 41G2
12.36 54.8 38G2
12.36 54.91 38G2
12.36 54.71 38G2
12.36 54.93 38G2
12.36 54.35 37G2
12.36 56.17 41G2
12.36 54.89 38G2
12.36 54.42 37G2
12.36 55.05 39G2
12.36 54.66 38G2
12.36 56.78 42G2
12.36 56.35 41G2
12.36 54.55 38G2
12.36 56.8 42G2
12.36 56.19 41G2
12.36 55.5 39G2
12.36 56.64 42G2
12.36 56.69 42G2
12.36 54.62 38G2
12.36 56.24 41G2
12.36 55.45 39G2
12.36 55.16 39G2
12.36 56.26 41G2
12.36 56.6 42G2
12.36 54.37 37G2
12.36 56.73 42G2
12.36 55.07 39G2
12.36 56.21 41G2
12.36 56.33 41G2
12.36 56.37 41G2
12.36 56.84 42G2
12.36 54.46 37G2
12.36 54.53 38G2
12.36 56.28 41G2
12.36 54.64 38G2
12.36 55.52 40G2
12.36 56.82 42G2
12.36 56.51 42G2
12.36 54.82 38G2
12.36 54.69 38G2
12.36 56.75 42G2
12.36 56.15 41G2
12.36 54.48 37G2
12.36 56.44 41G2
12.36 56.55 42G2
12.36 54.44 37G2
12.36 54.6 38G2
12.36 56.66 42G2
12.36 56.57 42G2
12.36 54.39 37G2
12.36 55.14 39G2
12.36 56.39 41G2
12.38 55.25 39G2
12.39 54.35 37G2
12.4 55.16 39G2
12.4 56.8 42G2
12.4 56.42 41G2
12.4 56.53 42G2
12.4 55.09 39G2
12.4 56.57 42G2
12.4 54.93 38G2
12.4 54.62 38G2
12.4 55.18 39G2
12.4 54.46 37G2
12.4 56.17 41G2
12.4 56.33 41G2
12.4 56.19 41G2
12.4 56.69 42G2
12.4 54.64 38G2
12.4 54.84 38G2
12.4 54.42 37G2
12.4 54.71 38G2
12.4 56.55 42G2
12.4 55.05 39G2
12.4 54.89 38G2
12.4 56.24 41G2
12.4 56.37 41G2
12.4 54.91 38G2
12.4 56.15 41G2
12.4 54.82 38G2
12.4 56.6 42G2
12.4 55.2 39G2
12.4 54.75 38G2
12.4 56.75 42G2
12.4 56.78 42G2
12.4 56.84 42G2
12.4 55.45 39G2
12.4 56.64 42G2
12.4 54.66 38G2
12.4 55.59 40G2
12.4 54.57 38G2
12.4 56.66 42G2
12.4 54.53 38G2
12.4 56.62 42G2
12.4 54.48 37G2
12.4 55.56 40G2
12.4 56.51 42G2
12.4 55.54 40G2
12.4 54.44 37G2
12.4 56.28 41G2
12.4 55.14 39G2
12.4 54.73 38G2
12.4 55.11 39G2
12.4 56.39 41G2
12.4 56.87 42G2
12.4 54.78 38G2
12.4 56.21 41G2
12.4 54.69 38G2
12.4 56.48 41G2
12.4 54.87 38G2
12.4 56.82 42G2
12.4 55.43 39G2
12.4 54.8 38G2
12.4 56.26 41G2
12.4 55.47 39G2
12.4 56.73 42G2
12.4 55.07 39G2
12.4 54.39 37G2
12.4 56.71 42G2
12.4 55.41 39G2
12.4 54.6 38G2
12.4 56.89 42G2
12.4 56.12 41G2
12.4 56.3 41G2
12.4 56.35 41G2
12.4 55.23 39G2
12.4 56.46 41G2
12.4 54.51 38G2
12.4 55.5 39G2
12.4 56.44 41G2
12.4 54.55 38G2
12.4 55.52 40G2
12.44 54.57 38G2
12.44 56.15 41G2
12.44 56.21 41G2
12.44 56.55 42G2
12.44 56.75 42G2
12.44 56.26 41G2
12.44 56.39 41G2
12.44 54.48 37G2
12.44 54.69 38G2
12.44 56.28 41G2
12.44 55.38 39G2
12.44 56.64 42G2
12.44 56.19 41G2
12.44 54.8 38G2
12.44 54.93 38G2
12.44 55.59 40G2
12.44 56.82 42G2
12.44 56.44 41G2
12.44 54.62 38G2
12.44 56.51 42G2
12.44 55.23 39G2
12.44 54.55 38G2
12.44 55.07 39G2
12.44 56.17 41G2
12.44 56.69 42G2
12.44 55.47 39G2
12.44 56.78 42G2
12.44 56.33 41G2
12.44 56.53 42G2
12.44 56.71 42G2
12.44 54.87 38G2
12.44 56.66 42G2
12.44 55.16 39G2
12.44 56.48 41G2
12.44 55.11 39G2
12.44 56.73 42G2
12.44 56.6 42G2
12.44 56.13 41G2
12.44 54.66 38G2
12.44 55.56 40G2
12.44 56.8 42G2
12.44 55.45 39G2
12.44 54.6 38G2
12.44 54.44 37G2
12.44 55.41 39G2
12.44 55.09 39G2
12.44 54.91 38G2
12.44 55.14 39G2
12.44 54.73 38G2
12.44 54.75 38G2
12.44 54.82 38G2
12.44 54.53 38G2
12.44 56.84 42G2
12.44 55.25 39G2
12.44 56.35 41G2
12.44 56.37 41G2
12.44 56.42 41G2
12.44 56.3 41G2
12.44 56.24 41G2
12.44 56.87 42G2
12.44 55.18 39G2
12.44 54.89 38G2
12.44 54.51 38G2
12.44 54.84 38G2
12.44 54.78 38G2
12.44 56.62 42G2
12.44 55.43 39G2
12.44 55.52 40G2
12.44 55.5 39G2
12.44 55.05 39G2
12.44 54.71 38G2
12.44 56.57 42G2
12.44 54.64 38G2
12.44 56.46 41G2
12.44 55.54 40G2
12.44 54.42 37G2
12.44 54.46 37G2
12.44 55.2 39G2
12.46 56.09 41G2
12.47 54.95 38G2
12.47 54.95 38G2
12.47 56.55 42G2
12.47 55.52 40G2
12.47 55.05 39G2
12.47 56.6 42G2
12.47 54.71 38G2
12.47 56.35 41G2
12.47 54.82 38G2
12.47 54.91 38G2
12.47 56.71 42G2
12.47 54.93 38G2
12.47 56.24 41G2
12.47 56.42 41G2
12.47 56.87 42G2
12.47 56.15 41G2
12.47 55.47 39G2
12.47 55.25 39G2
12.47 54.53 38G2
12.47 56.8 42G2
12.47 55.45 39G2
12.47 55.27 39G2
12.47 54.75 38G2
12.47 54.73 38G2
12.47 56.64 42G2
12.47 56.53 42G2
12.47 56.75 42G2
12.47 54.66 38G2
12.47 56.66 42G2
12.47 56.69 42G2
12.47 55.56 40G2
12.47 56.48 41G2
12.47 55.54 40G2
12.47 56.44 41G2
12.47 56.73 42G2
12.47 54.62 38G2
12.47 56.33 41G2
12.47 54.84 38G2
12.47 56.21 41G2
12.47 55.23 39G2
12.47 56.17 41G2
12.47 55.43 39G2
12.47 55.36 39G2
12.47 55.38 39G2
12.47 54.8 38G2
12.47 55.11 39G2
12.47 54.51 38G2
12.47 55.32 39G2
12.47 54.69 38G2
12.47 56.46 41G2
12.47 55.14 39G2
12.47 55.09 39G2
12.47 54.6 38G2
12.47 54.57 38G2
12.47 56.51 42G2
12.47 56.78 42G2
12.47 54.64 38G2
12.47 55.34 39G2
12.47 56.19 41G2
12.47 56.62 42G2
12.47 56.26 41G2
12.47 55.5 39G2
12.47 55.16 39G2
12.47 55.41 39G2
12.47 56.84 42G2
12.47 54.55 38G2
12.47 55.18 39G2
12.47 55.2 39G2
12.47 56.37 41G2
12.47 54.78 38G2
12.47 56.57 42G2
12.47 54.48 37G2
12.47 56.28 41G2
12.47 56.82 42G2
12.47 54.87 38G2
12.47 55.59 40G2
12.47 54.89 38G2
12.47 54.46 37G2
12.47 56.13 41G2
12.47 55.07 39G2
12.47 56.39 41G2
12.5 56.92 42G2
12.5 56.28 41G2
12.51 55.47 39G2
12.51 56.64 42G2
12.51 54.75 38G2
12.51 55.56 40G2
12.51 55.5 39G2
12.51 55.16 39G2
12.51 56.12 41G2
12.51 56.1 41G2
12.51 56.21 41G2
12.51 55.27 39G2
12.51 55.2 39G2
12.51 55.41 39G2
12.51 56.17 41G2
12.51 56.73 42G2
12.51 56.69 42G2
12.51 55.34 39G2
12.51 56.37 41G2
12.51 55.45 39G2
12.51 55.36 39G2
12.51 54.62 38G2
12.51 55.11 39G2
12.51 54.71 38G2
12.51 56.35 41G2
12.51 56.33 41G2
12.51 55.18 39G2
12.51 55.52 40G2
12.51 56.53 42G2
12.51 56.87 42G2
12.51 56.62 42G2
12.51 56.57 42G2
12.51 54.69 38G2
12.51 56.3 41G2
12.51 54.64 38G2
12.51 54.87 38G2
12.51 56.42 41G2
12.51 56.51 42G2
12.51 55.25 39G2
12.51 56.75 42G2
12.51 56.46 41G2
12.51 55.38 39G2
12.51 56.44 41G2
12.51 56.48 41G2
12.51 56.82 42G2
12.51 55.54 40G2
12.51 56.6 42G2
12.51 56.8 42G2
12.51 56.78 42G2
12.51 55.09 39G2
12.51 55.29 39G2
12.51 56.19 41G2
12.51 54.73 38G2
12.51 54.91 38G2
12.51 54.51 38G2
12.51 55.14 39G2
12.51 56.39 41G2
12.51 56.66 42G2
12.51 54.89 38G2
12.51 55.05 39G2
12.51 56.24 41G2
12.51 55.32 39G2
12.51 56.71 42G2
12.51 54.66 38G2
12.51 55.43 39G2
12.51 54.57 38G2
12.51 54.78 38G2
12.51 54.8 38G2
12.51 54.53 38G2
12.51 56.55 42G2
12.51 55.23 39G2
12.51 56.15 41G2
12.51 54.82 38G2
12.51 54.84 38G2
12.51 54.55 38G2
12.51 55.07 39G2
12.51 56.84 42G2
12.51 54.6 38G2
12.53 55.94 40G2
12.53 55.88 40G2
12.54 56.08 41G2
12.55 56.39 41G2
12.55 55.38 39G2
12.55 54.57 38G2
12.55 54.69 38G2
12.55 54.82 38G2
12.55 55.07 39G2
12.55 55.11 39G2
12.55 54.66 38G2
12.55 54.8 38G2
12.55 55.45 39G2
12.55 55.09 39G2
12.55 55.41 39G2
12.55 55.18 39G2
12.55 55.52 40G2
12.55 54.78 38G2
12.55 54.87 38G2
12.55 56.48 41G2
12.55 54.71 38G2
12.55 54.55 38G2
12.55 55.05 39G2
12.55 56.42 41G2
12.55 55.36 39G2
12.55 56.62 42G2
12.55 55.14 39G2
12.55 55.2 39G2
12.55 56.66 42G2
12.55 56.1 41G2
12.55 54.84 38G2
12.55 56.6 42G2
12.55 54.91 38G2
12.55 55.32 39G2
12.55 55.34 39G2
12.55 54.48 37G2
12.55 55.5 39G2
12.55 56.8 42G2
12.55 54.73 38G2
12.55 56.37 41G2
12.55 54.64 38G2
12.55 55.16 39G2
12.55 56.82 42G2
12.55 54.89 38G2
12.55 54.62 38G2
12.55 55.54 40G2
12.55 56.53 42G2
12.55 56.78 42G2
12.55 55.47 39G2
12.55 56.51 42G2
12.55 55.29 39G2
12.55 55.25 39G2
12.55 56.35 41G2
12.55 55.92 40G2
12.55 55.02 39G2
12.55 54.6 38G2
12.55 54.75 38G2
12.55 56.33 41G2
12.55 56.13 41G2
12.55 54.51 38G2
12.55 56.75 42G2
12.55 54.53 38G2
12.55 56.46 41G2
12.55 55.27 39G2
12.55 56.69 42G2
12.55 56.73 42G2
12.55 56.64 42G2
12.55 56.17 41G2
12.55 56.71 42G2
12.55 55.43 39G2
12.55 55.23 39G2
12.55 56.3 41G2
12.55 56.57 42G2
12.55 55 39G2
12.55 56.55 42G2
12.55 56.15 41G2
12.56 55.99 40G2
12.56 55.86 40G2
12.57 55.68 40G2
12.57 54.45 37G2
12.58 55.18 39G2
12.58 56.55 42G2
12.58 54.75 38G2
12.58 55 39G2
12.58 55.36 39G2
12.58 55.5 39G2
12.58 54.84 38G2
12.58 54.73 38G2
12.58 56.1 41G2
12.58 56.33 41G2
12.58 54.82 38G2
12.58 54.62 38G2
12.58 55.29 39G2
12.58 54.55 38G2
12.58 56.6 42G2
12.58 55.27 39G2
12.58 54.98 38G2
12.58 54.8 38G2
12.58 55.14 39G2
12.58 54.48 37G2
12.58 55.41 39G2
12.58 55.02 39G2
12.58 55.38 39G2
12.58 55.2 39G2
12.58 54.87 38G2
12.58 56.39 41G2
12.58 56.82 42G2
12.58 56.78 42G2
12.58 56.64 42G2
12.58 55.23 39G2
12.58 56.42 41G2
12.58 55.11 39G2
12.58 56.46 41G2
12.58 54.66 38G2
12.58 55.16 39G2
12.58 56.3 41G2
12.58 56.69 42G2
12.58 56.48 41G2
12.58 54.93 38G2
12.58 55.09 39G2
12.58 55.07 39G2
12.58 55.34 39G2
12.58 56.51 42G2
12.58 54.69 38G2
12.58 54.78 38G2
12.58 55.92 40G2
12.58 54.53 38G2
12.58 54.64 38G2
12.58 55.45 39G2
12.58 55.25 39G2
12.58 55.52 40G2
12.58 56.66 42G2
12.58 56.73 42G2
12.58 54.57 38G2
12.58 54.89 38G2
12.58 55.9 40G2
12.58 55.43 39G2
12.58 56.62 42G2
12.58 55.05 39G2
12.58 56.57 42G2
12.58 54.71 38G2
12.58 56.37 41G2
12.58 55.97 40G2
12.58 54.96 38G2
12.58 56.35 41G2
12.58 55.88 40G2
12.58 56.08 41G2
12.58 54.51 38G2
12.58 56.71 42G2
12.58 55.32 39G2
12.58 55.47 39G2
12.58 54.91 38G2
12.58 55.95 40G2
12.58 54.6 38G2
12.58 56.53 42G2
12.58 56.8 42G2
12.58 56.75 42G2
12.6 55.72 40G2
12.62 55.27 39G2
12.62 55.54 40G2
12.62 54.51 38G2
12.62 55.43 39G2
12.62 54.96 38G2
12.62 56.01 41G2
12.62 56.71 42G2
12.62 54.53 38G2
12.62 55.5 39G2
12.62 55.38 39G2
12.62 56.6 42G2
12.62 55.02 39G2
12.62 55.92 40G2
12.62 55.95 40G2
12.62 55.41 39G2
12.62 55.14 39G2
12.62 56.35 41G2
12.62 55.29 39G2
12.62 56.53 42G2
12.62 54.46 37G2
12.62 55.74 40G2
12.62 54.98 38G2
12.62 56.3 41G2
12.62 54.66 38G2
12.62 54.78 38G2
12.62 54.82 38G2
12.62 54.64 38G2
12.62 56.62 42G2
12.62 54.62 38G2
12.62 54.75 38G2
12.62 55.09 39G2
12.62 54.89 38G2
12.62 54.55 38G2
12.62 56.73 42G2
12.62 55.83 40G2
12.62 55.79 40G2
12.62 55.9 40G2
12.62 56.69 42G2
12.62 56.51 42G2
12.62 54.73 38G2
12.62 54.84 38G2
12.62 55.16 39G2
12.62 54.48 37G2
12.62 55.47 39G2
12.62 54.6 38G2
12.62 55.11 39G2
12.62 55.23 39G2
12.62 55 39G2
12.62 56.57 42G2
12.62 54.8 38G2
12.62 55.81 40G2
12.62 55.32 39G2
12.62 56.66 42G2
12.62 54.69 38G2
12.62 56.64 42G2
12.62 55.88 40G2
12.62 55.2 39G2
12.62 55.07 39G2
12.62 55.25 39G2
12.62 55.52 40G2
12.62 54.91 38G2
12.62 55.97 40G2
12.62 55.34 39G2
12.62 55.18 39G2
12.62 56.37 41G2
12.62 54.93 38G2
12.62 55.77 40G2
12.62 56.44 41G2
12.62 56.48 41G2
12.62 55.86 40G2
12.62 56.08 41G2
12.62 54.57 38G2
12.62 55.45 39G2
12.62 56.55 42G2
12.62 56.46 41G2
12.62 54.71 38G2
12.62 54.87 38G2
12.62 56.33 41G2
12.62 55.05 39G2
12.62 55.99 40G2
12.62 55.36 39G2
12.62 56.28 41G2
12.66 54.91 38G2
12.66 56.57 42G2
12.66 55.32 39G2
12.66 54.89 38G2
12.66 56.01 41G2
12.66 55.99 40G2
12.66 55.45 39G2
12.66 55.5 39G2
12.66 54.51 38G2
12.66 55.52 40G2
12.66 55.77 40G2
12.66 55.14 39G2
12.66 56.62 42G2
12.66 54.78 38G2
12.66 55.7 40G2
12.66 55.25 39G2
12.66 55.74 40G2
12.66 55.09 39G2
12.66 56.51 42G2
12.66 54.53 38G2
12.66 54.93 38G2
12.66 55.29 39G2
12.66 56.3 41G2
12.66 56.53 42G2
12.66 56.69 42G2
12.66 55.18 39G2
12.66 55.9 40G2
12.66 54.98 38G2
12.66 54.55 38G2
12.66 54.71 38G2
12.66 54.87 38G2
12.66 55.92 40G2
12.66 54.8 38G2
12.66 54.75 38G2
12.66 56.64 42G2
12.66 56.35 41G2
12.66 55.47 39G2
12.66 54.64 38G2
12.66 56.04 41G2
12.66 55.95 40G2
12.66 54.69 38G2
12.66 56.55 42G2
12.66 55.54 40G2
12.66 55.27 39G2
12.66 55.86 40G2
12.66 55.79 40G2
12.66 56.28 41G2
12.66 54.82 38G2
12.66 55.97 40G2
12.66 54.62 38G2
12.66 54.96 38G2
12.66 55.11 39G2
12.66 54.57 38G2
12.66 55.81 40G2
12.66 55.2 39G2
12.66 55.43 39G2
12.66 55.16 39G2
12.66 54.6 38G2
12.66 55.88 40G2
12.66 55 39G2
12.66 54.84 38G2
12.66 55.34 39G2
12.66 56.66 42G2
12.66 56.33 41G2
12.66 55.23 39G2
12.66 55.05 39G2
12.66 54.46 37G2
12.66 56.6 42G2
12.66 56.06 41G2
12.66 55.41 39G2
12.66 55.38 39G2
12.66 55.36 39G2
12.66 54.73 38G2
12.66 55.72 40G2
12.66 55.83 40G2
12.66 54.48 37G2
12.66 55.07 39G2
12.66 55.02 39G2
12.66 56.37 41G2
12.66 54.66 38G2
12.66 56.48 41G2
12.67 56.25 41G2
12.68 54.43 37G2
12.7 56.55 42G2
12.7 55.43 39G2
12.7 54.55 38G2
12.7 55.18 39G2
12.7 55.07 39G2
12.7 55.79 40G2
12.7 54.96 38G2
12.7 55.23 39G2
12.7 56.57 42G2
12.7 54.73 38G2
12.7 55.74 40G2
12.7 55.14 39G2
12.7 55.32 39G2
12.7 55.72 40G2
12.7 54.51 38G2
12.7 55.45 39G2
12.7 56.28 41G2
12.7 56.64 42G2
12.7 54.98 38G2
12.7 55.97 40G2
12.7 55.86 40G2
12.7 56.6 42G2
12.7 56.53 42G2
12.7 55.99 40G2
12.7 54.62 38G2
12.7 54.66 38G2
12.7 56.26 41G2
12.7 55.61 40G2
12.7 55.38 39G2
12.7 55.29 39G2
12.7 56.66 42G2
12.7 54.89 38G2
12.7 56.33 41G2
12.7 55.63 40G2
12.7 55.47 39G2
12.7 55.83 40G2
12.7 55.95 40G2
12.7 55.25 39G2
12.7 54.8 38G2
12.7 55.41 39G2
12.7 55.5 39G2
12.7 55.27 39G2
12.7 54.71 38G2
12.7 55.7 40G2
12.7 55.11 39G2
12.7 56.35 41G2
12.7 54.93 38G2
12.7 56.62 42G2
12.7 55.59 40G2
12.7 55.16 39G2
12.7 54.84 38G2
12.7 54.91 38G2
12.7 54.53 38G2
12.7 55.56 40G2
12.7 55.05 39G2
12.7 54.48 37G2
12.7 55.2 39G2
12.7 55.54 40G2
12.7 54.82 38G2
12.7 56.3 41G2
12.7 54.87 38G2
12.7 54.57 38G2
12.7 54.69 38G2
12.7 55.09 39G2
12.7 55 39G2
12.7 55.68 40G2
12.7 55.65 40G2
12.7 55.34 39G2
12.7 54.6 38G2
12.7 54.64 38G2
12.7 55.36 39G2
12.7 55.88 40G2
12.7 55.02 39G2
12.7 54.75 38G2
12.7 55.52 40G2
12.7 54.78 38G2
12.7 55.77 40G2
12.7 56.24 41G2
12.7 54.46 37G2
12.7 55.81 40G2
12.7 56.51 42G2
12.7 56.48 41G2
12.72 56.05 41G2
12.72 55.9 40G2
12.73 54.37 37G2
12.73 55.43 39G2
12.73 55.97 40G2
12.73 55.59 40G2
12.73 55.45 39G2
12.73 55.81 40G2
12.73 54.73 38G2
12.73 55.79 40G2
12.73 55.74 40G2
12.73 55.52 40G2
12.73 56.48 41G2
12.73 55.14 39G2
12.73 55.92 40G2
12.73 56.55 42G2
12.73 55.07 39G2
12.73 56.6 42G2
12.73 56.28 41G2
12.73 55.86 40G2
12.73 56.57 42G2
12.73 55.25 39G2
12.73 55.36 39G2
12.73 54.8 38G2
12.73 56.62 42G2
12.73 55.9 40G2
12.73 55.27 39G2
12.73 55.61 40G2
12.73 56.53 42G2
12.73 54.62 38G2
12.73 55.5 39G2
12.73 55.77 40G2
12.73 54.75 38G2
12.73 56.3 41G2
12.73 54.66 38G2
12.73 56.26 41G2
12.73 55.83 40G2
12.73 54.48 37G2
12.73 55.95 40G2
12.73 55.32 39G2
12.73 54.6 38G2
12.73 55.47 39G2
12.73 55.41 39G2
12.73 54.55 38G2
12.73 55.2 39G2
12.73 54.93 38G2
12.73 54.84 38G2
12.73 55.02 39G2
12.73 56.33 41G2
12.73 54.71 38G2
12.73 55.56 40G2
12.73 54.51 38G2
12.73 54.64 38G2
12.73 55.7 40G2
12.73 54.57 38G2
12.73 54.91 38G2
12.73 54.53 38G2
12.73 54.87 38G2
12.73 55.38 39G2
12.73 54.69 38G2
12.73 55.88 40G2
12.73 56.51 42G2
12.73 54.78 38G2
12.73 55.16 39G2
12.73 55.34 39G2
12.73 55.09 39G2
12.73 55.29 39G2
12.73 54.46 37G2
12.73 55.54 40G2
12.73 54.82 38G2
12.73 54.96 38G2
12.73 55.18 39G2
12.73 55.05 39G2
12.73 54.98 38G2
12.73 55.68 40G2
12.73 54.89 38G2
12.73 55.72 40G2
12.73 55 39G2
12.73 55.11 39G2
12.73 55.23 39G2
12.77 55.88 40G2
12.77 55.92 40G2
12.77 54.8 38G2
12.77 54.84 38G2
12.77 56.57 42G2
12.77 56.62 42G2
12.77 55.86 40G2
12.77 55.16 39G2
12.77 56.28 41G2
12.77 55.25 39G2
12.77 54.62 38G2
12.77 55.05 39G2
12.77 54.75 38G2
12.77 55.36 39G2
12.77 55.34 39G2
12.77 55.74 40G2
12.77 54.82 38G2
12.77 54.57 38G2
12.77 55.5 39G2
12.77 55.43 39G2
12.77 55.81 40G2
12.77 55.11 39G2
12.77 55.02 39G2
12.77 56.48 41G2
12.77 54.66 38G2
12.77 54.98 38G2
12.77 55.38 39G2
12.77 56.51 42G2
12.77 55.83 40G2
12.77 56.24 41G2
12.77 55.52 40G2
12.77 54.48 37G2
12.77 56.6 42G2
12.77 55.23 39G2
12.77 55.18 39G2
12.77 55.54 40G2
12.77 55.72 40G2
12.77 54.96 38G2
12.77 54.51 38G2
12.77 55.29 39G2
12.77 54.91 38G2
12.77 55.07 39G2
12.77 54.46 37G2
12.77 55.27 39G2
12.77 55.09 39G2
12.77 55.32 39G2
12.77 55 39G2
12.77 55.45 39G2
12.77 55.41 39G2
12.77 56.55 42G2
12.77 55.56 40G2
12.77 54.73 38G2
12.77 55.2 39G2
12.77 54.71 38G2
12.77 55.79 40G2
12.77 54.93 38G2
12.77 54.55 38G2
12.77 54.69 38G2
12.77 55.7 40G2
12.77 54.64 38G2
12.77 56.26 41G2
12.77 54.89 38G2
12.77 54.87 38G2
12.77 55.47 39G2
12.77 55.59 40G2
12.77 55.9 40G2
12.77 54.53 38G2
12.77 54.6 38G2
12.77 54.78 38G2
12.77 56.53 42G2
12.77 55.77 40G2
12.77 55.14 39G2
12.78 55.94 40G2
12.8 55.9 40G2
12.81 55.43 39G2
12.81 56.51 42G2
12.81 54.93 38G2
12.81 54.75 38G2
12.81 55.56 40G2
12.81 55.74 40G2
12.81 55.23 39G2
12.81 56.26 41G2
12.81 54.8 38G2
12.81 55.16 39G2
12.81 54.51 38G2
12.81 56.53 42G2
12.81 55.81 40G2
12.81 54.66 38G2
12.81 55.72 40G2
12.81 56.48 41G2
12.81 55.02 39G2
12.81 54.46 37G2
12.81 55.36 39G2
12.81 55.41 39G2
12.81 54.71 38G2
12.81 55.18 39G2
12.81 55.5 39G2
12.81 55.79 40G2
12.81 55.14 39G2
12.81 55.59 40G2
12.81 55.27 39G2
12.81 55.25 39G2
12.81 54.87 38G2
12.81 55.29 39G2
12.81 54.98 38G2
12.81 54.64 38G2
12.81 54.48 37G2
12.81 55.11 39G2
12.81 54.96 38G2
12.81 56.62 42G2
12.81 55 39G2
12.81 54.55 38G2
12.81 55.09 39G2
12.81 54.82 38G2
12.81 54.78 38G2
12.81 55.68 40G2
12.81 55.2 39G2
12.81 54.57 38G2
12.81 56.46 41G2
12.81 55.54 40G2
12.81 55.61 40G2
12.81 54.62 38G2
12.81 55.38 39G2
12.81 54.53 38G2
12.81 55.7 40G2
12.81 55.32 39G2
12.81 55.34 39G2
12.81 56.6 42G2
12.81 55.86 40G2
12.81 54.6 38G2
12.81 55.45 39G2
12.81 54.69 38G2
12.81 55.52 40G2
12.81 54.84 38G2
12.81 55.83 40G2
12.81 55.05 39G2
12.81 56.55 42G2
12.81 54.73 38G2
12.81 54.91 38G2
12.81 56.57 42G2
12.81 55.77 40G2
12.81 55.47 39G2
12.81 55.07 39G2
12.81 55.63 40G2
12.81 54.89 38G2
12.81 55.65 40G2
12.81 55.88 40G2
12.84 54.96 38G2
12.84 55.36 39G2
12.84 55.45 39G2
12.84 56.48 41G2
12.84 56.62 42G2
12.84 55.7 40G2
12.84 56.6 42G2
12.84 55.74 40G2
12.84 55.79 40G2
12.84 55.81 40G2
12.84 55 39G2
12.84 55.59 40G2
12.84 55.68 40G2
12.84 55.2 39G2
12.84 54.64 38G2
12.84 55.56 40G2
12.84 54.66 38G2
12.84 54.55 38G2
12.84 56.55 42G2
12.84 54.84 38G2
12.84 56.53 42G2
12.84 55.07 39G2
12.84 55.02 39G2
12.84 56.57 42G2
12.84 56.64 42G2
12.84 54.87 38G2
12.84 55.52 40G2
