pt_graph LE_MET_level6
1888 22
1975 22
1976 22
2083 22
3702 22
3703 22
3704 22
3705 22
3789 22
3790 22
3791 22
3792 22
3793 22
3872 22
3873 22
3877 22
3878 22
3879 22
3880 22
3881 22
3964 22
3965 22
3966 22
3967 22
3968 22
3969 22
3970 22
4054 22
4055 22
4056 22
4057 22
4141 22
4142 22
4143 22
4144 22
4145 22
4234 22
4236 22
4237 22
4328 22
4329 22
4394 22
4395 22
4414 22
4415 22
4419 22
4420 22
4421 22
4503 22
4504 22
4505 22
4507 22
4508 22
4594 22
4595 22
4596 22
4678 22
4679 22
4680 22
4681 22
4766 22
