pt_graph LE_MET_level6
5813 11
5886 11
5887 11
6004 10
6006 10
6007 10
6085 10
6086 10
6087 10
6162 10
6237 10
6238 10
6311 10
6312 10
6313 10
6314 10
6388 10
6389 10
6391 10
6466 10
6467 10
6468 10
6548 10
6662 11
6740 11
6741 11
6742 11
6743 11
6816 11
6818 11
6886 11
6887 11
6888 11
6923 10
6957 11
6959 11
6999 10
7000 10
7031 11
7032 11
7033 11
7066 11
7067 11
7070 10
7071 10
7135 11
7136 11
7137 11
7138 11
7202 11
7204 11
7269 11
7271 11
7338 11
7339 11
7409 11
7475 11
7476 11
7574 11
7642 11
7643 11
7644 11
7646 11
7647 11
7714 11
7715 11
7716 11
7717 11
7718 11
7719 11
7757 11
7758 11
7787 11
7791 11
7792 11
7832 11
7856 11
7857 11
7862 11
7864 11
7905 11
7909 11
7910 11
7915 11
7916 11
7931 11
7935 11
7977 11
7978 11
7981 11
7985 11
7990 11
7991 11
7993 11
8001 11
8045 11
8046 11
8048 11
8052 11
8053 11
8054 11
8055 11
8056 11
8057 11
8108 11
8114 11
8115 11
8116 11
8117 11
8166 11
8167 11
8169 11
8171 11
8229 11
8281 11
8327 11
8331 11
8376 11
8381 11
8382 11
8426 11
8430 11
8475 11
8476 11
9549 10
9550 10
9551 10
9828 10
9829 10
