pt_graph LE_MET_level6
2008 10
2009 10
2013 10
2098 10
2100 10
2101 10
2103 10
2104 10
2187 10
2188 10
2189 10
2190 10
2192 10
2193 10
2194 10
2274 10
2275 10
2277 10
2278 10
2279 10
2362 10
2363 10
2364 10
2365 10
2366 10
2367 10
2448 10
2449 10
2450 10
2451 10
2452 10
2533 10
2534 10
2535 10
2536 10
2619 10
2620 10
2621 10
2622 10
2623 10
2701 10
2702 10
2703 10
2704 10
2705 10
2706 10
2783 10
2788 10
2789 10
2790 10
2791 10
2878 10
2879 10
2880 10
2881 10
2973 10
2980 10
2981 10
3074 10
3076 10
3165 10
3167 10
3169 10
3257 10
3258 10
3259 10
3260 10
3261 10
3262 10
3263 10
3349 10
3350 10
3351 10
3352 10
3353 10
3354 10
