pt_graph LE_MET_level6
1887 10
1978 10
2069 10
2070 10
2159 10
2161 10
2244 10
2245 10
2249 10
2335 10
2337 10
2340 10
2420 10
2421 10
2427 10
2504 10
2590 10
2592 10
2593 10
2594 10
2676 10
2677 10
2678 10
2693 10
2946 10
4726 11
4727 10
4809 11
4814 11
4814 10
4815 11
4816 11
4888 11
4896 11
4897 11
4898 11
4899 11
4900 11
4973 11
4978 11
4979 11
4980 11
4981 11
4983 11
4984 11
5056 11
5062 11
5063 11
5064 11
5141 11
5142 11
5143 11
5144 11
5217 11
5219 11
5220 11
5221 11
5222 11
5304 11
5306 11
5307 11
5308 11
5309 11
5395 11
5397 11
5398 11
5399 11
5400 11
5485 11
5486 11
5487 11
5488 11
5489 11
5569 11
5570 11
5571 11
5574 11
5645 11
5647 11
5648 11
5649 11
5650 11
5725 11
5727 11
5729 11
5801 11
5802 11
5804 11
5873 11
5879 11
5952 11
5953 11
6027 11
6033 11
6111 11
6113 11
6188 11
6190 11
6262 11
6263 11
6264 11
6500 11
6583 11
6661 11
6662 11
6739 11
6740 11
6816 11
6887 11
6958 11
7033 11
